operator,variant,N,selectivity_target,selectivity_achieved,groups_G,skew,run_id,kernel_ms,h2d_ms,d2h_ms,end2end_ms,rows_per_s,eff_GBps,correct
groupby_sum_count,fixedpoint_atomics,10000000,0.1,0.0125095,8,uniform,7,2.49646,0,0.004634,2.9541,4.00568e+09,64.0908,0
scan_filter_count,base,10000000,0.1,0.10001,0,uniform,8,0.8375,0.003854,0.003437,1.2983,1.19403e+10,47.7612,1
projection_expr_compact,base,10000000,0.1,0.10001,0,uniform,8,1.96193,0.003645,0.003854,2.6387,5.09703e+09,63.2034,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.1,0.10001,0,uniform,8,2.12078,0,0.011614,2.9164,4.71524e+09,56.7303,1
groupby_sum_count,fixedpoint_atomics,10000000,0.1,0.0125095,8,uniform,8,2.37719,0,0.004583,2.918,4.20665e+09,67.3065,0
scan_filter_count,base,10000000,0.1,0.10001,0,uniform,9,0.872604,0.003489,0.002395,1.3387,1.146e+10,45.8398,1
projection_expr_compact,base,10000000,0.1,0.10001,0,uniform,9,2.00401,0.003072,0.002656,2.3751,4.99e+09,61.8761,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.1,0.10001,0,uniform,9,2.13333,0,0.012291,2.8021,4.6875e+09,56.3965,1
groupby_sum_count,fixedpoint_atomics,10000000,0.1,0.0125095,8,uniform,9,2.46047,0,0.005208,3.3512,4.06427e+09,65.0283,0
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,100000,0.807708,0.003385,0.002968,1.363,1.23807e+10,49.5228,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,100000,2.29729,0.003072,0.003125,2.7679,4.35295e+09,56.5899,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,100000,2.32167,0,0.012656,3.0455,4.30725e+09,51.8216,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.0311476,8,uniform,100000,3.06114,0,0.006093,3.9636,3.26675e+09,52.268,0
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,0,0.850052,0.004531,0.002708,1.346,1.1764e+10,47.0559,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,0,2.25276,0.003593,0.002864,2.7207,4.439e+09,57.7085,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,0,2.31979,0,0.011354,3.3183,4.31073e+09,51.8635,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.0311476,8,uniform,0,3.05411,0,0.004583,3.6001,3.27427e+09,52.3884,0
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,1,0.79125,0.005052,0.002916,1.2779,1.26382e+10,50.5529,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,1,2.24953,0.003125,0.002864,2.7232,4.44537e+09,57.7913,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,1,2.25057,0,0.01151,2.8876,4.44331e+09,53.4586,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.0311476,8,uniform,1,3.01489,0,0.012291,3.6207,3.31687e+09,53.0699,0
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,2,0.82927,0.003906,0.002395,1.2109,1.20588e+10,48.2352,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,2,2.42896,0.002864,0.002864,2.9631,4.11699e+09,53.5223,1
